Year,Location,Rent,PropertyType,NumberofBedrooms,CPI,Price.Rent.Ratio,VacancyRate,HousingStock
2012,Dublin 14,1799.22,Detached house,All bedrooms,46.72,88.7,0,2003000
2012,Dublin 14,783.6,Other flats,All bedrooms,46.72,88.7,0,2003000
2012,Dublin 15,1012.2,Semi detached house,All bedrooms,46.72,88.7,0,2003000
2012,Dublin 15,1205.8,Detached house,All bedrooms,46.72,88.7,0,2003000
2012,Dublin 15,910.07,Apartment,All bedrooms,46.72,88.7,0,2003000
2012,Dublin 15,962.41,Terrace house,All bedrooms,46.72,88.7,0,2003000
2012,Dublin 16,1079.29,Apartment,All bedrooms,46.72,88.7,0,2003000
2012,Dublin 16,1128.4,Terrace house,All bedrooms,46.72,88.7,0,2003000
2012,Dublin 16,1215.2,Semi detached house,All bedrooms,46.72,88.7,0,2003000
2012,Dublin 16,1443.6,Detached house,All bedrooms,46.72,88.7,0,2003000
2012,Dublin 17,1008.45,Semi detached house,All bedrooms,46.72,88.7,0,2003000
2012,Dublin 17,916.04,Apartment,All bedrooms,46.72,88.7,0,2003000
2012,Dublin 17,983.31,Terrace house,All bedrooms,46.72,88.7,0,2003000
2012,Dublin 18,1121.65,Apartment,All bedrooms,46.72,88.7,0,2003000
2012,Dublin 18,1288.15,Terrace house,All bedrooms,46.72,88.7,0,2003000
2012,Dublin 18,1360.68,Semi detached house,All bedrooms,46.72,88.7,0,2003000
2012,Dublin 18,2065.31,Detached house,All bedrooms,46.72,88.7,0,2003000
2012,Dublin 2,1189.18,Apartment,All bedrooms,46.72,88.7,0,2003000
2012,Dublin 2,1686.75,Terrace house,All bedrooms,46.72,88.7,0,2003000
2012,Dublin 2,807.98,Other flats,All bedrooms,46.72,88.7,0,2003000
2012,Dublin 20,898.05,Apartment,All bedrooms,46.72,88.7,0,2003000
2012,Dublin 20,954.52,Terrace house,All bedrooms,46.72,88.7,0,2003000
2012,Dublin 20,988.79,Semi detached house,All bedrooms,46.72,88.7,0,2003000
2012,Dublin 24,1019.11,Detached house,All bedrooms,46.72,88.7,0,2003000
2012,Dublin 24,858.82,Apartment,All bedrooms,46.72,88.7,0,2003000
2012,Dublin 24,949.12,Terrace house,All bedrooms,46.72,88.7,0,2003000
2012,Dublin 24,982.15,Semi detached house,All bedrooms,46.72,88.7,0,2003000
2012,Dublin 3,1040,Terrace house,All bedrooms,46.72,88.7,0,2003000
2012,Dublin 3,1224.4,Semi detached house,All bedrooms,46.72,88.7,0,2003000
2012,Dublin 3,578.29,Other flats,All bedrooms,46.72,88.7,0,2003000
2012,Dublin 3,985.36,Apartment,All bedrooms,46.72,88.7,0,2003000
2012,Dublin 4,1247.9,Apartment,All bedrooms,46.72,88.7,0,2003000
2012,Dublin 4,1501.7,Terrace house,All bedrooms,46.72,88.7,0,2003000
2012,Dublin 4,1781.1,Semi detached house,All bedrooms,46.72,88.7,0,2003000
2012,Dublin 4,2227.2,Detached house,All bedrooms,46.72,88.7,0,2003000
2012,Dublin 4,735.29,Other flats,All bedrooms,46.72,88.7,0,2003000
2012,Dublin 5,1061.98,Terrace house,All bedrooms,46.72,88.7,0,2003000
2012,Dublin 5,1092.65,Semi detached house,All bedrooms,46.72,88.7,0,2003000
2012,Dublin 5,1184.95,Detached house,All bedrooms,46.72,88.7,0,2003000
2012,Dublin 5,676.6,Other flats,All bedrooms,46.72,88.7,0,2003000
2012,Dublin 5,933.83,Apartment,All bedrooms,46.72,88.7,0,2003000
2012,Dublin 6,1057.9,Apartment,All bedrooms,46.72,88.7,0,2003000
2012,Dublin 6,1419.84,Terrace house,All bedrooms,46.72,88.7,0,2003000
2012,Dublin 6,1526.88,Semi detached house,All bedrooms,46.72,88.7,0,2003000
2012,Dublin 6,1902.63,Detached house,All bedrooms,46.72,88.7,0,2003000
2012,Dublin 6,647.62,Other flats,All bedrooms,46.72,88.7,0,2003000
2012,Dublin 6W,1017.64,Apartment,All bedrooms,46.72,88.7,0,2003000
2012,Dublin 6W,1216.84,Terrace house,All bedrooms,46.72,88.7,0,2003000
2012,Dublin 6W,1379.03,Semi detached house,All bedrooms,46.72,88.7,0,2003000
2012,Dublin 6W,630.92,Other flats,All bedrooms,46.72,88.7,0,2003000
2012,Dublin 7,1033.87,Terrace house,All bedrooms,46.72,88.7,0,2003000
2012,Dublin 7,1097.55,Semi detached house,All bedrooms,46.72,88.7,0,2003000
2012,Dublin 7,1159.41,Detached house,All bedrooms,46.72,88.7,0,2003000
2012,Dublin 7,540.7,Other flats,All bedrooms,46.72,88.7,0,2003000
2012,Dublin 7,906,Apartment,All bedrooms,46.72,88.7,0,2003000
2012,Dublin 8,1059.37,Terrace house,All bedrooms,46.72,88.7,0,2003000
2012,Dublin 8,1127.56,Semi detached house,All bedrooms,46.72,88.7,0,2003000
2012,Dublin 8,587.57,Other flats,All bedrooms,46.72,88.7,0,2003000
2012,Dublin 8,929.61,Apartment,All bedrooms,46.72,88.7,0,2003000
2012,Dublin 9,1135.88,Terrace house,All bedrooms,46.72,88.7,0,2003000
2012,Dublin 9,1158.66,Semi detached house,All bedrooms,46.72,88.7,0,2003000
2012,Dublin 9,1353.68,Detached house,All bedrooms,46.72,88.7,0,2003000
2012,Dublin 9,530.06,Other flats,All bedrooms,46.72,88.7,0,2003000
2012,Dublin 9,904.85,Apartment,All bedrooms,46.72,88.7,0,2003000
2012,Dublin,1032.59,Terrace house,All bedrooms,46.72,88.7,0,2003000
2012,Dublin,1122.92,Semi detached house,All bedrooms,46.72,88.7,0,2003000
2012,Dublin,1572.69,Detached house,All bedrooms,46.72,88.7,0,2003000
2012,Dublin,672.34,Other flats,All bedrooms,46.72,88.7,0,2003000
2012,Dublin,989.03,Apartment,All bedrooms,46.72,88.7,0,2003000
2012,"Dun Laoghaire, Dublin",1065.76,Terrace house,All bedrooms,46.72,88.7,0,2003000
2012,"Dun Laoghaire, Dublin",1078.11,Apartment,All bedrooms,46.72,88.7,0,2003000
2012,"Dun Laoghaire, Dublin",1275.23,Semi detached house,All bedrooms,46.72,88.7,0,2003000
2012,"Dun Laoghaire, Dublin",692.56,Other flats,All bedrooms,46.72,88.7,0,2003000
2012,"Dundrum, Dublin 14",1137.67,Apartment,All bedrooms,46.72,88.7,0,2003000
2012,"Dundrum, Dublin 14",1264.26,Terrace house,All bedrooms,46.72,88.7,0,2003000
2012,"Dundrum, Dublin 14",1369.38,Semi detached house,All bedrooms,46.72,88.7,0,2003000
2012,"Dundrum, Dublin 16",1212.2,Apartment,1 to 3 bed,46.72,88.7,0,2003000
2012,"Dundrum, Dublin 16",1212.2,Apartment,All bedrooms,46.72,88.7,0,2003000
2012,"East Wall, Dublin 3",918.02,Terrace house,All bedrooms,46.72,88.7,0,2003000
2012,"East Wall, Dublin 3",991.95,Apartment,All bedrooms,46.72,88.7,0,2003000
2012,"Eastwall, Dublin 3",860.63,Terrace house,1 to 3 bed,46.72,88.7,0,2003000
2012,"Eastwall, Dublin 3",860.63,Terrace house,All bedrooms,46.72,88.7,0,2003000
2012,"Fairview, Dublin 3",1159.67,Terrace house,All bedrooms,46.72,88.7,0,2003000
2012,"Fairview, Dublin 3",577.92,Other flats,All bedrooms,46.72,88.7,0,2003000
2012,"Fairview, Dublin 3",988.72,Apartment,All bedrooms,46.72,88.7,0,2003000
2012,"Finglas, Dublin 11",619.62,Other flats,All bedrooms,46.72,88.7,0,2003000
2012,"Finglas, Dublin 11",619.62,Other flats,1 to 2 bed,46.72,88.7,0,2003000
2012,"Finglas, Dublin 11",619.62,Other flats,1 to 3 bed,46.72,88.7,0,2003000
2012,"Finglas, Dublin 11",878.17,Apartment,All bedrooms,46.72,88.7,0,2003000
2012,"Finglas, Dublin 11",934.2,Terrace house,All bedrooms,46.72,88.7,0,2003000
2012,"Finglas, Dublin 11",937.88,Semi detached house,All bedrooms,46.72,88.7,0,2003000
2012,"Firhouse, Dublin 24",1052.48,Semi detached house,All bedrooms,46.72,88.7,0,2003000
2012,"Firhouse, Dublin 24",896.25,Apartment,All bedrooms,46.72,88.7,0,2003000
2012,"Firhouse, Dublin 24",896.25,Apartment,1 to 3 bed,46.72,88.7,0,2003000
2012,"Firhouse, Dublin 24",986.72,Terrace house,All bedrooms,46.72,88.7,0,2003000
2012,"Foxrock, Dublin 18",1369.53,Terrace house,All bedrooms,46.72,88.7,0,2003000
2012,"Foxrock, Dublin 18",1539.65,Semi detached house,All bedrooms,46.72,88.7,0,2003000
2012,"Foxrock, Dublin 18",1648.61,Apartment,All bedrooms,46.72,88.7,0,2003000
2012,"Foxrock, Dublin 18",2130.43,Detached house,All bedrooms,46.72,88.7,0,2003000
2012,"Glasnevin, Dublin 11",1124.16,Semi detached house,All bedrooms,46.72,88.7,0,2003000
2012,"Glasnevin, Dublin 11",1182.16,Terrace house,All bedrooms,46.72,88.7,0,2003000
2012,"Glasnevin, Dublin 11",912.61,Apartment,1 to 3 bed,46.72,88.7,0,2003000
2012,"Glasnevin, Dublin 11",912.61,Apartment,All bedrooms,46.72,88.7,0,2003000
2012,"Glasnevin, Dublin 9",1130.71,Terrace house,All bedrooms,46.72,88.7,0,2003000
2012,"Glasnevin, Dublin 9",1318.06,Semi detached house,All bedrooms,46.72,88.7,0,2003000
2012,"Glasnevin, Dublin 9",547.74,Other flats,All bedrooms,46.72,88.7,0,2003000
2012,"Glasnevin, Dublin 9",872,Apartment,All bedrooms,46.72,88.7,0,2003000
2012,"Glenageary, Dublin",1379.11,Semi detached house,All bedrooms,46.72,88.7,0,2003000
2012,"Goatstown, Dublin 14",1286.34,Apartment,All bedrooms,46.72,88.7,0,2003000
2012,"Goatstown, Dublin 14",1612.22,Semi detached house,All bedrooms,46.72,88.7,0,2003000
2012,"Grand Canal Dock, Dublin 2",1504.7,Apartment,1 to 3 bed,46.72,88.7,0,2003000
2012,"Grand Canal Dock, Dublin 2",1504.7,Apartment,All bedrooms,46.72,88.7,0,2003000
2012,"Grand Canal Square, Dublin 2",1780.91,Apartment,All bedrooms,46.72,88.7,0,2003000
2012,"Grand Canal Square, Dublin 2",1780.91,Apartment,1 to 3 bed,46.72,88.7,0,2003000
2012,"Hanover Quay, Dublin 2",1522.16,Apartment,All bedrooms,46.72,88.7,0,2003000
2012,"Hanover Quay, Dublin 2",1522.16,Apartment,1 to 3 bed,46.72,88.7,0,2003000
2012,"Harolds Cross, Dublin 6",1160.82,Terrace house,All bedrooms,46.72,88.7,0,2003000
2012,"Harolds Cross, Dublin 6W",1202.52,Terrace house,All bedrooms,46.72,88.7,0,2003000
2012,"Harolds Cross, Dublin 6W",1450.1,Semi detached house,All bedrooms,46.72,88.7,0,2003000
2012,"Harolds Cross, Dublin 6W",611.76,Other flats,All bedrooms,46.72,88.7,0,2003000
2012,"Harolds Cross, Dublin 6W",827.28,Apartment,All bedrooms,46.72,88.7,0,2003000
2012,"Howth, Dublin",1138.39,Apartment,All bedrooms,46.72,88.7,0,2003000
2012,"Howth, Dublin",1138.39,Apartment,1 to 3 bed,46.72,88.7,0,2003000
2012,"I.F.S.C., Dublin 1",1241.3,Apartment,All bedrooms,46.72,88.7,0,2003000
2012,"Inchicore, Dublin 8",1027.02,Semi detached house,All bedrooms,46.72,88.7,0,2003000
2012,"Inchicore, Dublin 8",577.95,Other flats,All bedrooms,46.72,88.7,0,2003000
2012,"Inchicore, Dublin 8",903.88,Apartment,All bedrooms,46.72,88.7,0,2003000
2012,"Inchicore, Dublin 8",903.88,Apartment,1 to 3 bed,46.72,88.7,0,2003000
2012,"Inchicore, Dublin 8",964.91,Terrace house,All bedrooms,46.72,88.7,0,2003000
2012,"Irishtown, Dublin 4",1307.79,Terrace house,All bedrooms,46.72,88.7,0,2003000
2012,"Islandbridge, Dublin 8",1081.11,Apartment,All bedrooms,46.72,88.7,0,2003000
2012,"Killester, Dublin 5",1094.19,Terrace house,All bedrooms,46.72,88.7,0,2003000
2012,"Killester, Dublin 5",1120.61,Semi detached house,All bedrooms,46.72,88.7,0,2003000
2012,"Killester, Dublin 5",875.93,Apartment,1 to 3 bed,46.72,88.7,0,2003000
2012,"Killester, Dublin 5",875.93,Apartment,All bedrooms,46.72,88.7,0,2003000
2012,"Killiney, Dublin",1168.47,Semi detached house,All bedrooms,46.72,88.7,0,2003000
2012,"Killiney, Dublin",1399.71,Apartment,1 to 3 bed,46.72,88.7,0,2003000
2012,"Killiney, Dublin",1399.71,Apartment,All bedrooms,46.72,88.7,0,2003000
2012,"Kilmainham , Dublin 8",1161.94,Terrace house,All bedrooms,46.72,88.7,0,2003000
2012,"Kilmainham , Dublin 8",593.52,Other flats,All bedrooms,46.72,88.7,0,2003000
2012,"Kilmainham , Dublin 8",593.52,Other flats,1 to 2 bed,46.72,88.7,0,2003000
2012,"Kilmainham , Dublin 8",593.52,Other flats,1 to 3 bed,46.72,88.7,0,2003000
2012,"Kilmainham , Dublin 8",978.61,Apartment,All bedrooms,46.72,88.7,0,2003000
2012,"Kimmage, Dublin 12",1039.13,Terrace house,All bedrooms,46.72,88.7,0,2003000
2012,"Kimmage, Dublin 12",567.5,Other flats,All bedrooms,46.72,88.7,0,2003000
2012,"Kimmage, Dublin 12",567.5,Other flats,1 to 3 bed,46.72,88.7,0,2003000
2012,"Kimmage, Dublin 12",859.33,Apartment,All bedrooms,46.72,88.7,0,2003000
2012,"Kimmage, Dublin 12",859.33,Apartment,1 to 3 bed,46.72,88.7,0,2003000
2012,"Kinsealy, Dublin",1032.52,Semi detached house,All bedrooms,46.72,88.7,0,2003000
2012,"Kinsealy, Dublin",825.31,Apartment,1 to 3 bed,46.72,88.7,0,2003000
2012,"Kinsealy, Dublin",825.31,Apartment,All bedrooms,46.72,88.7,0,2003000
2012,"Knocklyon, Dublin 16",1165.12,Semi detached house,All bedrooms,46.72,88.7,0,2003000
2012,"Leopardstown, Dublin 18",1186.58,Apartment,All bedrooms,46.72,88.7,0,2003000
2012,"Leopardstown, Dublin 18",1324.56,Semi detached house,All bedrooms,46.72,88.7,0,2003000
2012,"Lower Mount Street, Dublin 2",1073.21,Apartment,1 to 3 bed,46.72,88.7,0,2003000
2012,"Lower Mount Street, Dublin 2",1073.21,Apartment,All bedrooms,46.72,88.7,0,2003000
2012,"Lucan, Dublin",1018.91,Semi detached house,All bedrooms,46.72,88.7,0,2003000
2012,"Lucan, Dublin",1324.62,Detached house,All bedrooms,46.72,88.7,0,2003000
2012,"Lucan, Dublin",876.87,Apartment,All bedrooms,46.72,88.7,0,2003000
2012,"Lucan, Dublin",954.91,Terrace house,All bedrooms,46.72,88.7,0,2003000
2012,"Lusk, Dublin",702.5,Apartment,1 to 3 bed,46.72,88.7,0,2003000
2012,"Lusk, Dublin",702.5,Apartment,All bedrooms,46.72,88.7,0,2003000
2012,"Lusk, Dublin",869.84,Terrace house,All bedrooms,46.72,88.7,0,2003000
2012,"Lusk, Dublin",944.74,Semi detached house,All bedrooms,46.72,88.7,0,2003000
2012,"Malahide Road, Dublin 17",884.36,Apartment,All bedrooms,46.72,88.7,0,2003000
2012,"Malahide, Dublin",1128.16,Apartment,All bedrooms,46.72,88.7,0,2003000
2012,"Malahide, Dublin",1307.4,Semi detached house,All bedrooms,46.72,88.7,0,2003000
2012,"Malahide, Dublin",1378.56,Terrace house,All bedrooms,46.72,88.7,0,2003000
2012,"Marino, Dublin 3",1141.89,Terrace house,All bedrooms,46.72,88.7,0,2003000
2012,"Meakstown, Dublin 11",905.65,Apartment,1 to 3 bed,46.72,88.7,0,2003000
2012,"Meakstown, Dublin 11",905.65,Apartment,All bedrooms,46.72,88.7,0,2003000
2012,"Merrion, Dublin 4",1210.96,Apartment,All bedrooms,46.72,88.7,0,2003000
2012,"Milltown, Dublin 6",1299.5,Apartment,All bedrooms,46.72,88.7,0,2003000
2012,"Milltown, Dublin 6",1325.73,Terrace house,All bedrooms,46.72,88.7,0,2003000
2012,"Monkstown, Dublin",1222.54,Terrace house,All bedrooms,46.72,88.7,0,2003000
2012,"Monkstown, Dublin",1311.59,Semi detached house,All bedrooms,46.72,88.7,0,2003000
2012,"Monkstown, Dublin",798.2,Other flats,1 to 3 bed,46.72,88.7,0,2003000
2012,"Monkstown, Dublin",798.2,Other flats,All bedrooms,46.72,88.7,0,2003000
2012,"Monkstown, Dublin",980.74,Apartment,All bedrooms,46.72,88.7,0,2003000
2012,"Mulhuddart, Dublin 15",786.91,Apartment,1 to 3 bed,46.72,88.7,0,2003000
2012,"Mulhuddart, Dublin 15",786.91,Apartment,All bedrooms,46.72,88.7,0,2003000
2012,"Mulhuddart, Dublin 15",902.44,Terrace house,All bedrooms,46.72,88.7,0,2003000
2012,"Mulhuddart, Dublin 15",902.44,Terrace house,1 to 3 bed,46.72,88.7,0,2003000
2012,"Mulhuddart, Dublin 15",931.49,Semi detached house,All bedrooms,46.72,88.7,0,2003000
2012,"Navan Road, Dublin 7",1143.17,Semi detached house,All bedrooms,46.72,88.7,0,2003000
2012,"Navan Road, Dublin 7",906.95,Apartment,All bedrooms,46.72,88.7,0,2003000
2012,"Navan Road, Dublin 7",906.95,Apartment,1 to 3 bed,46.72,88.7,0,2003000
2012,"Navan Road, Dublin 7",991.49,Terrace house,All bedrooms,46.72,88.7,0,2003000
2012,"North Strand, Dublin 3",915.65,Terrace house,All bedrooms,46.72,88.7,0,2003000
2012,"Northern Cross, Dublin 17",894.64,Apartment,1 to 3 bed,46.72,88.7,0,2003000
2012,"Northern Cross, Dublin 17",894.64,Apartment,All bedrooms,46.72,88.7,0,2003000
2012,"Ongar, Dublin 15",834.79,Apartment,1 to 3 bed,46.72,88.7,0,2003000
2012,"Ongar, Dublin 15",834.79,Apartment,All bedrooms,46.72,88.7,0,2003000
2012,"Ongar, Dublin 15",944.52,Terrace house,All bedrooms,46.72,88.7,0,2003000
2012,"Palmerstown, Dublin 20",923.5,Terrace house,All bedrooms,46.72,88.7,0,2003000
2012,"Palmerstown, Dublin 20",934.59,Apartment,All bedrooms,46.72,88.7,0,2003000
2012,"Palmerstown, Dublin 20",963.33,Semi detached house,All bedrooms,46.72,88.7,0,2003000
2012,"Parnell Street, Dublin 1",1063.67,Apartment,All bedrooms,46.72,88.7,0,2003000
2012,"Pearse Street, Dublin 2",1058.69,Apartment,All bedrooms,46.72,88.7,0,2003000
2012,"Pearse Street, Dublin 2",1058.69,Apartment,1 to 3 bed,46.72,88.7,0,2003000
2012,"Pembroke, Dublin 4",1247.01,Apartment,All bedrooms,46.72,88.7,0,2003000
2012,"Phibsboro, Dublin 7",1147.68,Semi detached house,All bedrooms,46.72,88.7,0,2003000
2012,"Phibsboro, Dublin 7",1196.38,Terrace house,All bedrooms,46.72,88.7,0,2003000
2012,"Phibsboro, Dublin 7",521.67,Other flats,All bedrooms,46.72,88.7,0,2003000
2012,"Phibsboro, Dublin 7",741.29,Apartment,All bedrooms,46.72,88.7,0,2003000
2012,"Porterstown, Dublin 15",828.65,Apartment,1 to 3 bed,46.72,88.7,0,2003000
2012,"Porterstown, Dublin 15",828.65,Apartment,All bedrooms,46.72,88.7,0,2003000
2012,"Portmarnock, Dublin",948.25,Apartment,All bedrooms,46.72,88.7,0,2003000
2012,"Portmarnock, Dublin",948.25,Apartment,1 to 3 bed,46.72,88.7,0,2003000
2012,"Portobello, Dublin 8",1035.51,Apartment,All bedrooms,46.72,88.7,0,2003000
2012,"Portobello, Dublin 8",1035.51,Apartment,1 to 3 bed,46.72,88.7,0,2003000
2012,"Portobello, Dublin 8",1205.1,Terrace house,All bedrooms,46.72,88.7,0,2003000
2012,"Portobello, Dublin 8",611.65,Other flats,All bedrooms,46.72,88.7,0,2003000
2012,"Portobello, Dublin 8",611.65,Other flats,1 to 3 bed,46.72,88.7,0,2003000
2012,"Raheny, Dublin 5",1099.72,Terrace house,All bedrooms,46.72,88.7,0,2003000
2012,"Raheny, Dublin 5",1105.44,Semi detached house,All bedrooms,46.72,88.7,0,2003000
2012,"Raheny, Dublin 5",952.95,Apartment,All bedrooms,46.72,88.7,0,2003000
2012,"Ranelagh, Dublin 6",1046.5,Apartment,All bedrooms,46.72,88.7,0,2003000
2012,"Ranelagh, Dublin 6",1566.5,Semi detached house,All bedrooms,46.72,88.7,0,2003000
2012,"Ranelagh, Dublin 6",1570.68,Terrace house,All bedrooms,46.72,88.7,0,2003000
2012,"Ranelagh, Dublin 6",654.58,Other flats,All bedrooms,46.72,88.7,0,2003000
2012,"Rathcoole, Dublin",798.33,Apartment,All bedrooms,46.72,88.7,0,2003000
2012,"Rathfarnham, Dublin 14",1181.98,Terrace house,All bedrooms,46.72,88.7,0,2003000
2012,"Rathfarnham, Dublin 14",1268.66,Semi detached house,All bedrooms,46.72,88.7,0,2003000
2012,"Rathfarnham, Dublin 14",998.99,Apartment,All bedrooms,46.72,88.7,0,2003000
2012,"Rathfarnham, Dublin 16",1014.45,Apartment,1 to 3 bed,46.72,88.7,0,2003000
2012,"Rathfarnham, Dublin 16",1014.45,Apartment,All bedrooms,46.72,88.7,0,2003000
2012,"Rathfarnham, Dublin 16",1083.28,Terrace house,All bedrooms,46.72,88.7,0,2003000
2012,"Rathfarnham, Dublin 16",1244.91,Semi detached house,All bedrooms,46.72,88.7,0,2003000
2012,"Rathgar, Dublin 6",1298.42,Terrace house,All bedrooms,46.72,88.7,0,2003000
2012,"Rathgar, Dublin 6",1643.27,Semi detached house,All bedrooms,46.72,88.7,0,2003000
2012,"Rathgar, Dublin 6",638.53,Other flats,All bedrooms,46.72,88.7,0,2003000
2012,"Rathgar, Dublin 6",931.7,Apartment,All bedrooms,46.72,88.7,0,2003000
2012,"Rathmines, Dublin 6",1414.78,Terrace house,All bedrooms,46.72,88.7,0,2003000
2012,"Rathmines, Dublin 6",1450.95,Semi detached house,All bedrooms,46.72,88.7,0,2003000
2012,"Rathmines, Dublin 6",646.56,Other flats,All bedrooms,46.72,88.7,0,2003000
2012,"Rathmines, Dublin 6",989.04,Apartment,All bedrooms,46.72,88.7,0,2003000
2012,"Rialto, Dublin 8",1054.69,Terrace house,All bedrooms,46.72,88.7,0,2003000
2012,"Rialto, Dublin 8",916.45,Apartment,All bedrooms,46.72,88.7,0,2003000
2012,"Ringsend, Dublin 4",1161.06,Apartment,All bedrooms,46.72,88.7,0,2003000
2012,"Ringsend, Dublin 4",1170.55,Terrace house,All bedrooms,46.72,88.7,0,2003000
2012,"Royal Canal Park, Dublin 15",943.81,Apartment,All bedrooms,46.72,88.7,0,2003000
2012,"Rush, Dublin",757.07,Apartment,1 to 3 bed,46.72,88.7,0,2003000
2012,"Rush, Dublin",757.07,Apartment,All bedrooms,46.72,88.7,0,2003000
2012,"Rush, Dublin",837.81,Terrace house,All bedrooms,46.72,88.7,0,2003000
2012,"Rush, Dublin",911.16,Semi detached house,All bedrooms,46.72,88.7,0,2003000
2012,"Saggart, Dublin",1021.59,Terrace house,All bedrooms,46.72,88.7,0,2003000
2012,"Saggart, Dublin",1065.61,Semi detached house,All bedrooms,46.72,88.7,0,2003000
2012,"Saggart, Dublin",881.17,Apartment,1 to 3 bed,46.72,88.7,0,2003000
2012,"Saggart, Dublin",881.17,Apartment,All bedrooms,46.72,88.7,0,2003000
2012,"Sandycove, Dublin",1039.94,Apartment,1 to 3 bed,46.72,88.7,0,2003000
2012,"Sandycove, Dublin",1039.94,Apartment,All bedrooms,46.72,88.7,0,2003000
2012,"Sandycove, Dublin",1244.7,Terrace house,All bedrooms,46.72,88.7,0,2003000
2012,"Sandyford, Dublin 18",1136.12,Apartment,All bedrooms,46.72,88.7,0,2003000
2012,"Sandyford, Dublin 18",1316.29,Semi detached house,All bedrooms,46.72,88.7,0,2003000
2012,"Sandymount, Dublin 4",1251.29,Apartment,All bedrooms,46.72,88.7,0,2003000
2012,"Sandymount, Dublin 4",1540.87,Terrace house,All bedrooms,46.72,88.7,0,2003000
2012,"Sandymount, Dublin 4",1732.1,Semi detached house,All bedrooms,46.72,88.7,0,2003000
2012,"Sandymount, Dublin 4",747.31,Other flats,All bedrooms,46.72,88.7,0,2003000
2012,"Santry, Dublin 9",1003.16,Terrace house,All bedrooms,46.72,88.7,0,2003000
2012,"Santry, Dublin 9",1080.48,Semi detached house,All bedrooms,46.72,88.7,0,2003000
2012,"Santry, Dublin 9",882.85,Apartment,All bedrooms,46.72,88.7,0,2003000
2012,"Shankill, Dublin",1188.99,Semi detached house,All bedrooms,46.72,88.7,0,2003000
2012,"Shankill, Dublin",968.02,Apartment,All bedrooms,46.72,88.7,0,2003000
2012,"Shankill, Dublin",968.02,Apartment,1 to 3 bed,46.72,88.7,0,2003000
2012,"Skerries, Dublin",819.13,Apartment,All bedrooms,46.72,88.7,0,2003000
2012,"Skerries, Dublin",877.02,Terrace house,All bedrooms,46.72,88.7,0,2003000
2012,"Skerries, Dublin",937.22,Semi detached house,All bedrooms,46.72,88.7,0,2003000
2012,"Smithfield, Dublin 7",1016,Apartment,All bedrooms,46.72,88.7,0,2003000
2012,"South Circular Road, Dublin 8",1006.99,Terrace house,All bedrooms,46.72,88.7,0,2003000
2012,"South Circular Road, Dublin 8",573.34,Other flats,1 to 3 bed,46.72,88.7,0,2003000
2012,"South Circular Road, Dublin 8",573.34,Other flats,All bedrooms,46.72,88.7,0,2003000
2012,"South Circular Road, Dublin 8",607.26,Apartment,All bedrooms,46.72,88.7,0,2003000
2012,"Spencer Dock, Dublin 1",1415.37,Apartment,All bedrooms,46.72,88.7,0,2003000
2012,"St Margarets Road, Dublin 11",967.73,Apartment,1 to 3 bed,46.72,88.7,0,2003000
2012,"St Margarets Road, Dublin 11",967.73,Apartment,All bedrooms,46.72,88.7,0,2003000
2012,"Stepaside, Dublin 18",1015.16,Apartment,All bedrooms,46.72,88.7,0,2003000
2012,"Stepaside, Dublin 18",1307.5,Terrace house,All bedrooms,46.72,88.7,0,2003000
2012,"Stepaside, Dublin",1017.47,Apartment,All bedrooms,46.72,88.7,0,2003000
2012,"Stepaside, Dublin",1017.47,Apartment,1 to 3 bed,46.72,88.7,0,2003000
2012,"Stillorgan, Dublin",1168.78,Apartment,All bedrooms,46.72,88.7,0,2003000
2012,"Stillorgan, Dublin",1308.26,Terrace house,All bedrooms,46.72,88.7,0,2003000
2012,"Stillorgan, Dublin",1429.99,Semi detached house,All bedrooms,46.72,88.7,0,2003000
2012,"Stillorgan, Dublin",1620.79,Detached house,All bedrooms,46.72,88.7,0,2003000
2012,"Stoneybatter, Dublin 7",834.36,Apartment,All bedrooms,46.72,88.7,0,2003000
2012,"Stoneybatter, Dublin 7",995.6,Terrace house,All bedrooms,46.72,88.7,0,2003000
2012,"Summerhill, Dublin 1",1065.98,Apartment,All bedrooms,46.72,88.7,0,2003000
2012,"Sutton, Dublin 13",1054.44,Terrace house,All bedrooms,46.72,88.7,0,2003000
2012,"Sutton, Dublin 13",1185.73,Apartment,1 to 3 bed,46.72,88.7,0,2003000
2012,"Sutton, Dublin 13",1185.73,Apartment,All bedrooms,46.72,88.7,0,2003000
2012,"Sutton, Dublin 13",1264.61,Semi detached house,All bedrooms,46.72,88.7,0,2003000
2012,"Swords, Dublin",1022.86,Semi detached house,All bedrooms,46.72,88.7,0,2003000
2012,"Swords, Dublin",1287,Detached house,All bedrooms,46.72,88.7,0,2003000
2012,"Swords, Dublin",863.32,Apartment,All bedrooms,46.72,88.7,0,2003000
2012,"Swords, Dublin",981.91,Terrace house,All bedrooms,46.72,88.7,0,2003000
2012,"Tallaght, Dublin 24",846.06,Apartment,All bedrooms,46.72,88.7,0,2003000
2012,"Tallaght, Dublin 24",930.53,Terrace house,All bedrooms,46.72,88.7,0,2003000
2012,"Tallaght, Dublin 24",958.58,Semi detached house,All bedrooms,46.72,88.7,0,2003000
2012,"Tallaght, Dublin 24",976.56,Detached house,All bedrooms,46.72,88.7,0,2003000
